id,nombre,creador_organizacion,descripcion_resumida,categorias_originales,categorias_normalizadas,tipo_de_tarea,autonomia,publico_objetivo,riesgo,Utilidad,Confiabilidad,Claridad,UX,Mantenimiento,Transparencia,Seguridad,score_total,senales_de_popularidad,ultima_actividad_en_archivo,modelos_observados,evidencia_en_archivo,alertas,system_role_messages_n,system_role_messages_nonempty_n,system_prompts_n_unicos,system_prompt_principal,system_prompt_principal_count,system_prompt_evidencia,system_prompt_nota
g-68f061c646a88191bd5c564ba13b435f,No disponible en archivo,No disponible en archivo,Evidencia de uso: SEO content strategy | SEO-optimized content creation | SEO content ideas | Location Group page creation...,Ausente,"marketing, entretenimiento","generación, creatividad",asistente,profesionales,bajo,1.56,2.6,3,3.2,3.98,1.2,2.8,2.478,4,2025-11-02T21:20:05.204811+00:00,gpt-5,conversations.json: gizmo_id=g-68f061c646a88191bd5c564ba13b435f; títulos=SEO content strategy | SEO-optimized content creation | SEO content ideas | Location Group page creation; modelo=gpt-5,,41,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-5XtVuRE8Y,No disponible en archivo,No disponible en archivo,Evidencia de uso: Análisis sistémico y psicológico | Mejorar prompt de análisis | Improve prompt request...,Ausente,investigación,análisis,asistente,profesionales,bajo,1.42,1.6,1.8,1.8,3.52,1.2,2.8,1.878,3,2025-10-05T03:38:18.152416+00:00,gpt-4o; gpt-5-thinking,conversations.json: gizmo_id=g-5XtVuRE8Y; títulos=Análisis sistémico y psicológico | Mejorar prompt de análisis | Improve prompt request; modelo=gpt-4o; gpt-5-thinking,,7,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-68f12a3feb188191b7b927210836169e,No disponible en archivo,No disponible en archivo,Evidencia de uso: Automatización de vacantes | Sistema de tareas automatizado | Trabajo remoto SEO marketing...,Ausente,"marketing, educación",agente/automatización,agente,estudiantes,bajo,1.42,2.6,3,3.2,3.93,1.2,2.8,2.439,3,2025-10-30T20:15:43.763920+00:00,gpt-5,conversations.json: gizmo_id=g-68f12a3feb188191b7b927210836169e; títulos=Automatización de vacantes | Sistema de tareas automatizado | Trabajo remoto SEO marketing; modelo=gpt-5,,121,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-6907e86687dc8191ad3c98cc62be82f6,No disponible en archivo,No disponible en archivo,Evidencia de uso: Paquete STAR Story Crafter | Generar guion iCowhide | Guion STAR con métricas...,Ausente,diseño,"escritura, creatividad, generación",asistente,profesionales,bajo,1.42,2.6,3,3.2,4,1.2,2.8,2.446,3,2025-11-03T18:59:59.425885+00:00,gpt-5-thinking; gpt-5,conversations.json: gizmo_id=g-6907e86687dc8191ad3c98cc62be82f6; títulos=Paquete STAR Story Crafter | Generar guion iCowhide | Guion STAR con métricas; modelo=gpt-5-thinking; gpt-5,,19,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-68f5304319a8819187c4f9461513b541,No disponible en archivo,No disponible en archivo,Evidencia de uso: Configuración flujo empleo | How to use assistant | Configuración flujo búsqueda empleo...,Ausente,otros,generación,asistente,general,bajo,1.42,2.6,3,3.2,3.8,1.2,2.8,2.426,3,2025-10-22T22:50:21.184885+00:00,gpt-5; gpt-5-thinking,conversations.json: gizmo_id=g-68f5304319a8819187c4f9461513b541; títulos=Configuración flujo empleo | How to use assistant | Configuración flujo búsqueda empleo; modelo=gpt-5; gpt-5-thinking,,72,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-69092772e4188191bbd4c7ea54b2a33b,No disponible en archivo,No disponible en archivo,Evidencia de uso: Verify URLs and payload | New chat | Verify and build payload...,Ausente,diseño,generación,asistente,profesionales,bajo,1.42,1.6,1.8,1.8,4.02,1.2,2.8,1.928,3,2025-11-04T06:28:08.863103+00:00,gpt-5-thinking,conversations.json: gizmo_id=g-69092772e4188191bbd4c7ea54b2a33b; títulos=Verify URLs and payload | New chat | Verify and build payload; modelo=gpt-5-thinking,,9,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-p-69391e85df7c8191a229277f7d8ff870,No disponible en archivo,No disponible en archivo,Evidencia de uso: Ayuda con copies presentación | Análisis y comparación estratégica | Replantear estrategia inmobiliaria...,Ausente,"investigación, diseño, soporte","análisis, planificación",copiloto,profesionales,bajo,1.42,2.6,3,3.2,4.63,1.2,2.8,2.509,3,2025-12-11T22:06:05.102058+00:00,gpt-5-1-thinking; research,conversations.json: gizmo_id=g-p-69391e85df7c8191a229277f7d8ff870; títulos=Ayuda con copies presentación | Análisis y comparación estratégica | Replantear estrategia inmobiliaria; modelo=gpt-5-1-thinking; research,,22,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-691246d475688191b21a43415daa57df,No disponible en archivo,No disponible en archivo,Evidencia de uso: Documento pre-contratación integrador | Fusion report and proposal | Fusion report proposal...,Ausente,otros,generación,asistente,general,bajo,1.42,1.6,1.8,1.8,4.38,1.2,2.8,1.964,3,2025-11-26T22:20:32.624369+00:00,gpt-5-thinking; gpt-5-1-thinking,conversations.json: gizmo_id=g-691246d475688191b21a43415daa57df; títulos=Documento pre-contratación integrador | Fusion report and proposal | Fusion report proposal; modelo=gpt-5-thinking; gpt-5-1-thinking,,11,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-p-694b10fb9f588191afd2bb1f40ebea00,No disponible en archivo,No disponible en archivo,Evidencia de uso: Búsqueda de referencias rodeo | Estrategia de contenido Rodeo | Rellenar contexto evento...,Ausente,negocios,"consulta/búsqueda, planificación",copiloto,profesionales,bajo,1.42,3.2,3.8,3.6,4.83,3.4,3.4,3.089,3,2025-12-23T23:01:57.387944+00:00,gpt-5-2-thinking,conversations.json: gizmo_id=g-p-694b10fb9f588191afd2bb1f40ebea00; títulos=Búsqueda de referencias rodeo | Estrategia de contenido Rodeo | Rellenar contexto evento; modelo=gpt-5-2-thinking,,14,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-p-6889d4b969708191823a19b2b9aa599b,No disponible en archivo,No disponible en archivo,Evidencia de uso: Curso IA Domestika | Preparación entrevista SEO | Análisis de dinámica emocional...,Ausente,"educación, marketing, investigación","tutoría, análisis",asistente,estudiantes,bajo,1.42,2.6,3,3.2,3.42,1.2,2.8,2.388,3,2025-09-29T01:56:05.147930+00:00,gpt-5-thinking,conversations.json: gizmo_id=g-p-6889d4b969708191823a19b2b9aa599b; títulos=Curso IA Domestika | Preparación entrevista SEO | Análisis de dinámica emocional; modelo=gpt-5-thinking,,27,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-xATTlMYsV,No disponible en archivo,No disponible en archivo,Evidencia de uso: Análisis de conversación | Interaction analysis report | Análisis conversación pareja...,Ausente,investigación,análisis,asistente,profesionales,bajo,1.42,1.6,1.8,1.8,2.87,1.2,2.8,1.813,3,2025-08-27T12:44:13.392178+00:00,gpt-5-thinking; gpt-4o,conversations.json: gizmo_id=g-xATTlMYsV; títulos=Análisis de conversación | Interaction analysis report | Análisis conversación pareja; modelo=gpt-5-thinking; gpt-4o,,8,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-2azCVmXdy,No disponible en archivo,No disponible en archivo,Evidencia de uso: SEO re-optimization strategy | Humanizar mensaje de LinkedIn | Professional background summary...,Ausente,marketing,escritura,asistente,profesionales,bajo,1.42,1.6,1.8,1.8,3.37,1.2,2.8,1.863,3,2025-09-26T01:07:42.858634+00:00,gpt-5; gpt-4o,conversations.json: gizmo_id=g-2azCVmXdy; títulos=SEO re-optimization strategy | Humanizar mensaje de LinkedIn | Professional background summary; modelo=gpt-5; gpt-4o,,6,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-690fecbd1eec81918fe7854a3f1242ba,No disponible en archivo,No disponible en archivo,Evidencia de uso: Fusion report and proposal | Fusion report proposal | SEO para HVAC Wheaton...,Ausente,marketing,generación,asistente,profesionales,bajo,1.42,2.6,3,3.2,4.12,1.2,2.8,2.458,3,2025-11-10T20:56:15.232342+00:00,gpt-5-thinking,conversations.json: gizmo_id=g-690fecbd1eec81918fe7854a3f1242ba; títulos=Fusion report and proposal | Fusion report proposal | SEO para HVAC Wheaton; modelo=gpt-5-thinking,,44,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-6907d99554a88191b0a62176b0c832b8,No disponible en archivo,No disponible en archivo,Evidencia de uso: Estratega de contenido SEO | Resumen challenge SEO...,Ausente,"marketing, educación",generación,asistente,estudiantes,bajo,1.42,2.6,3,3.2,3.98,1.2,2.8,2.444,3,2025-11-02T23:20:25.753895+00:00,gpt-5; gpt-5-thinking,conversations.json: gizmo_id=g-6907d99554a88191b0a62176b0c832b8; títulos=Estratega de contenido SEO | Resumen challenge SEO; modelo=gpt-5; gpt-5-thinking,,15,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-693c46ca62a08191a4824ea63e4a8e12,No disponible en archivo,No disponible en archivo,Evidencia de uso: Evaluación de sistema Lex | Evaluación de cambios de instrucciones | Evaluación de claridad y alcance...,Ausente,otros,generación,asistente,general,bajo,1.42,3.6,3.4,3.2,4.67,2.2,4,2.993,3,2025-12-13T20:52:54.742420+00:00,gpt-5-2-thinking; gpt-5-1-thinking,conversations.json: gizmo_id=g-693c46ca62a08191a4824ea63e4a8e12; títulos=Evaluación de sistema Lex | Evaluación de cambios de instrucciones | Evaluación de claridad y alcance; modelo=gpt-5-2-thinking; gpt-5-1-thinking,,28,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-693dd6a35fc081919f0743885c1f5a68,No disponible en archivo,No disponible en archivo,Evidencia de uso: Modos argumentativos disponibles | Excel finanzas compartidas | Mejorar prompt Excel finanzas...,Ausente,finanzas,generación,asistente,profesionales,medio,1.42,2.6,3,3.2,4.7,1.2,1.9,2.426,3,2025-12-15T15:11:55.121674+00:00,gpt-5-2-thinking,conversations.json: gizmo_id=g-693dd6a35fc081919f0743885c1f5a68; títulos=Modos argumentativos disponibles | Excel finanzas compartidas | Mejorar prompt Excel finanzas; modelo=gpt-5-2-thinking,Tema sensible (YMYL) sin disclaimers detectables en el archivo,19,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-6915054cbe2c8191844b4c18b3b00695,No disponible en archivo,No disponible en archivo,Evidencia de uso: Document visibility issue | Fusion report and proposal | Fusion SEO report...,Ausente,marketing,generación,asistente,profesionales,bajo,1.42,2.6,3,3.2,4.18,1.2,2.8,2.464,3,2025-11-14T05:25:25.316780+00:00,gpt-5-1-thinking,conversations.json: gizmo_id=g-6915054cbe2c8191844b4c18b3b00695; títulos=Document visibility issue | Fusion report and proposal | Fusion SEO report; modelo=gpt-5-1-thinking,,14,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-MPzLx3VuB,No disponible en archivo,No disponible en archivo,Evidencia de uso: Optimize resume content | Optimize CV assistance | Resume creation help...,Ausente,otros,"escritura, generación",asistente,general,bajo,1.42,2.6,3,3.2,2.93,1.2,2.8,2.339,3,2025-08-31T21:48:28.367632+00:00,gpt-4o; gpt-5-thinking,conversations.json: gizmo_id=g-MPzLx3VuB; títulos=Optimize resume content | Optimize CV assistance | Resume creation help; modelo=gpt-4o; gpt-5-thinking,,7,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-693fcec1ffb08191ab51ab9c689c49e6,No disponible en archivo,No disponible en archivo,Evidencia de uso: Conys para propósitos 2026 | Mejorar copy IG | Mejora de copy IG...,Ausente,marketing,escritura,asistente,profesionales,bajo,1.42,2.6,3,3.2,4.73,1.2,2.8,2.519,3,2025-12-17T23:13:09.306611+00:00,gpt-5-2-thinking,conversations.json: gizmo_id=g-693fcec1ffb08191ab51ab9c689c49e6; títulos=Conys para propósitos 2026 | Mejorar copy IG | Mejora de copy IG; modelo=gpt-5-2-thinking,,10,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-d13u2CAq6,No disponible en archivo,No disponible en archivo,Evidencia de uso: Análisis de conversación emocional | Análisis conversacional psicodinámico | Análisis conversación psicológica...,Ausente,investigación,análisis,asistente,profesionales,bajo,1.42,2.6,3,3.2,2.87,1.2,2.8,2.333,3,2025-08-27T06:51:29.003468+00:00,gpt-5-thinking,conversations.json: gizmo_id=g-d13u2CAq6; títulos=Análisis de conversación emocional | Análisis conversacional psicodinámico | Análisis conversación psicológica; modelo=gpt-5-thinking,,11,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-68f34e39ebe48191a5f0a8723dc08f7f,No disponible en archivo,No disponible en archivo,Evidencia de uso: Neurodivergencia y soledad | Qué es la belleza...,Ausente,otros,generación,asistente,general,bajo,1.25,1.6,1.8,1.8,3.73,1.2,2.8,1.855,2,2025-10-18T22:19:11.604331+00:00,gpt-5,conversations.json: gizmo_id=g-68f34e39ebe48191a5f0a8723dc08f7f; títulos=Neurodivergencia y soledad | Qué es la belleza; modelo=gpt-5,,4,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-p-680589dd879481918f9377d1a74cc277,No disponible en archivo,No disponible en archivo,Evidencia de uso: Sugerencias para mejorar CV | Oportunidades laborales para químico...,Ausente,otros,escritura,asistente,general,bajo,1.25,1.6,1.8,1.8,1.55,1.2,2.8,1.637,2,2025-06-09T03:26:22.551424+00:00,o3,conversations.json: gizmo_id=g-p-680589dd879481918f9377d1a74cc277; títulos=Sugerencias para mejorar CV | Oportunidades laborales para químico; modelo=o3,,7,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-p-6867ad0b83988191a5f998305c6fbc02,No disponible en archivo,No disponible en archivo,Evidencia de uso: Opciones profesionales Nicolás | Ideas profesionales alternativas...,Ausente,entretenimiento,creatividad,asistente,general,bajo,1.25,1.6,1.8,1.8,1.97,1.2,2.8,1.679,2,2025-07-04T11:18:37.885226+00:00,o3,conversations.json: gizmo_id=g-p-6867ad0b83988191a5f998305c6fbc02; títulos=Opciones profesionales Nicolás | Ideas profesionales alternativas; modelo=o3,,6,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-p-689fe381cb00819196b236ac2c194294,No disponible en archivo,No disponible en archivo,Evidencia de uso: Creación y laberinto | Análisis y mejora de archivo...,Ausente,investigación,"generación, análisis",asistente,profesionales,bajo,1.25,2.6,3,3.2,2.78,1.2,2.8,2.28,2,2025-08-22T08:13:52.179414+00:00,gpt-5-thinking,conversations.json: gizmo_id=g-p-689fe381cb00819196b236ac2c194294; títulos=Creación y laberinto | Análisis y mejora de archivo; modelo=gpt-5-thinking,,6,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-Xy8Nm1Z25,No disponible en archivo,No disponible en archivo,Evidencia de uso: Análisis conversación ambigüedad y honestidad | Análisis de conversación...,Ausente,investigación,análisis,asistente,profesionales,bajo,1.25,2.6,3,3.2,2.87,1.2,2.8,2.289,2,2025-08-27T06:34:43.777713+00:00,gpt-5-thinking; gpt-4o,conversations.json: gizmo_id=g-Xy8Nm1Z25; títulos=Análisis conversación ambigüedad y honestidad | Análisis de conversación; modelo=gpt-5-thinking; gpt-4o,,5,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-v9SoCDxCp,No disponible en archivo,No disponible en archivo,Evidencia de uso: Analizar conversación transcrita | Conversation manipulation analysis...,Ausente,otros,generación,asistente,general,bajo,1.25,1.6,1.8,1.8,3.7,1.2,2.8,1.852,2,2025-10-16T09:08:14.197045+00:00,gpt-5-thinking; gpt-4o,conversations.json: gizmo_id=g-v9SoCDxCp; títulos=Analizar conversación transcrita | Conversation manipulation analysis; modelo=gpt-5-thinking; gpt-4o,,7,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-68f3489d1280819193067bc64b334201,No disponible en archivo,No disponible en archivo,Evidencia de uso: Profundizar en alquimia | Neurodivergencia y soledad...,Ausente,diseño,generación,asistente,profesionales,bajo,1.25,1.6,1.8,1.8,3.8,1.2,2.8,1.862,2,2025-10-22T08:50:21.653876+00:00,gpt-5,conversations.json: gizmo_id=g-68f3489d1280819193067bc64b334201; títulos=Profundizar en alquimia | Neurodivergencia y soledad; modelo=gpt-5,,5,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-68f6862f94488191bd8320bc00280b1a,No disponible en archivo,No disponible en archivo,Evidencia de uso: Optimize CV for job | Optimización de CV en inglés...,Ausente,otros,escritura,asistente,general,bajo,1.25,2.6,3,3.2,3.78,1.2,2.8,2.38,2,2025-10-21T05:10:39.035580+00:00,gpt-5,conversations.json: gizmo_id=g-68f6862f94488191bd8320bc00280b1a; títulos=Optimize CV for job | Optimización de CV en inglés; modelo=gpt-5,,7,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-68f6ef1cb4dc8191b8c6cb9a0f4e9c8d,No disponible en archivo,No disponible en archivo,Evidencia de uso: SEO content refinement | Optimize draft for L'Oréal...,Ausente,marketing,generación,asistente,profesionales,bajo,1.25,2.6,3,3.2,3.78,1.2,2.8,2.38,2,2025-10-21T04:06:48.264932+00:00,gpt-5,conversations.json: gizmo_id=g-68f6ef1cb4dc8191b8c6cb9a0f4e9c8d; títulos=SEO content refinement | Optimize draft for L'Oréal; modelo=gpt-5,,6,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-CsdwU23wt,No disponible en archivo,No disponible en archivo,Evidencia de uso: Análisis conversación familiar | Análisis conversación emocional...,Ausente,investigación,análisis,asistente,profesionales,bajo,1.25,1.6,1.8,1.8,2.68,1.2,2.8,1.75,2,2025-08-16T02:32:51.269307+00:00,gpt-5-thinking; gpt-4o,conversations.json: gizmo_id=g-CsdwU23wt; títulos=Análisis conversación familiar | Análisis conversación emocional; modelo=gpt-5-thinking; gpt-4o,,5,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-68eebf8840c0819180abfc9b05d81802,No disponible en archivo,No disponible en archivo,Evidencia de uso: Resume tailoring LGFS Sales | CV optimization tips...,Ausente,otros,escritura,asistente,general,bajo,1.25,3.2,3.8,3.6,3.77,3.4,3.4,2.939,2,2025-10-20T19:48:43.412485+00:00,gpt-5,conversations.json: gizmo_id=g-68eebf8840c0819180abfc9b05d81802; títulos=Resume tailoring LGFS Sales | CV optimization tips; modelo=gpt-5,,20,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-68f0f7793da88191978d1f4f34290643,No disponible en archivo,No disponible en archivo,Evidencia de uso: SEO content ideas | HVAC content ideas...,Ausente,"entretenimiento, marketing",creatividad,asistente,profesionales,bajo,1.25,2.6,3,3.2,3.73,1.2,2.8,2.375,2,2025-10-18T16:21:07.429519+00:00,gpt-5,conversations.json: gizmo_id=g-68f0f7793da88191978d1f4f34290643; títulos=SEO content ideas | HVAC content ideas; modelo=gpt-5,,13,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-p-6807d368320c8191913056e7cd6caa09,No disponible en archivo,No disponible en archivo,Evidencia de uso: Rutina Crossfit Escalada | Entrenamiento escalada regreso nivel...,Ausente,"productividad, salud/bienestar",generación,asistente,profesionales,alto,1.25,1.6,1.8,1.8,1,1.2,1,0.841,2,2025-05-07T00:41:28.990665+00:00,o3,conversations.json: gizmo_id=g-p-6807d368320c8191913056e7cd6caa09; títulos=Rutina Crossfit Escalada | Entrenamiento escalada regreso nivel; modelo=o3,No recomendado (riesgo alto sin mitigaciones detectables); Tema sensible (YMYL) sin disclaimers detectables en el archivo,6,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-690927859d648191b9897f1298784609,No disponible en archivo,No disponible en archivo,Evidencia de uso: Proceso de creación archivo | Edición de prompt final...,Ausente,otros,generación,asistente,general,bajo,1.25,2.6,3,3.2,4.02,1.2,2.8,2.404,2,2025-11-04T07:33:52.815823+00:00,gpt-5-thinking,conversations.json: gizmo_id=g-690927859d648191b9897f1298784609; títulos=Proceso de creación archivo | Edición de prompt final; modelo=gpt-5-thinking,,8,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-690514bec534819181077c25cfcdaa95,No disponible en archivo,No disponible en archivo,Evidencia de uso: Audit findings and fixes | Generar prompt optimización asistente...,Ausente,otros,generación,asistente,general,bajo,1.25,2.6,3,3.2,4,1.2,2.8,2.402,2,2025-11-03T03:13:24.583014+00:00,gpt-5; gpt-5-thinking,conversations.json: gizmo_id=g-690514bec534819181077c25cfcdaa95; títulos=Audit findings and fixes | Generar prompt optimización asistente; modelo=gpt-5; gpt-5-thinking,,7,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-p-694973978dbc8191bac4926f0ed1665e,No disponible en archivo,No disponible en archivo,Evidencia de uso: Archivo Screaming Frog | Auditoría y estrategia web...,Ausente,negocios,"generación, planificación",copiloto,profesionales,bajo,1.25,3.6,3.4,3.2,4.85,2.2,4,2.967,2,2025-12-24T17:52:40.947758+00:00,gpt-5-2-thinking,conversations.json: gizmo_id=g-p-694973978dbc8191bac4926f0ed1665e; títulos=Archivo Screaming Frog | Auditoría y estrategia web; modelo=gpt-5-2-thinking,,97,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-690927a88d98819184fe2ea4500ac190,No disponible en archivo,No disponible en archivo,Evidencia de uso: Discover BM terms | Descubrir términos BM...,Ausente,legal,generación,asistente,profesionales,alto,1.25,1.6,1.8,1.8,4.02,1.2,1,1.022,2,2025-11-04T18:53:21.682467+00:00,gpt-5-thinking,conversations.json: gizmo_id=g-690927a88d98819184fe2ea4500ac190; títulos=Discover BM terms | Descubrir términos BM; modelo=gpt-5-thinking,No recomendado (riesgo alto sin mitigaciones detectables); Tema sensible (YMYL) sin disclaimers detectables en el archivo,6,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-68f0b3dac0e88191aa6e9cd1ed587983,No disponible en archivo,No disponible en archivo,Evidencia de uso: Entrevista SEO análisis | Style editor instructions...,Ausente,"marketing, investigación",análisis,asistente,profesionales,bajo,1.25,2.6,3,3.2,4.02,1.2,2.8,2.404,2,2025-11-04T08:14:54.174016+00:00,gpt-5,conversations.json: gizmo_id=g-68f0b3dac0e88191aa6e9cd1ed587983; títulos=Entrevista SEO análisis | Style editor instructions; modelo=gpt-5,,8,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-6908e3f393588191b99650264a1f9b42,No disponible en archivo,No disponible en archivo,Evidencia de uso: Diagrama heurístico solar | Heuristic diagram generation...,Ausente,otros,generación,asistente,general,bajo,1.25,2.6,3,3.2,4.07,1.2,2.8,2.409,2,2025-11-07T06:36:26.438120+00:00,gpt-5-thinking,conversations.json: gizmo_id=g-6908e3f393588191b99650264a1f9b42; títulos=Diagrama heurístico solar | Heuristic diagram generation; modelo=gpt-5-thinking,,6,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-6909274be37c8191a3a3b81587813d39,No disponible en archivo,No disponible en archivo,Evidencia de uso: Resumen de salidas creadas | Brief annotation processed...,Ausente,educación,generación,asistente,estudiantes,bajo,1.25,2.6,3,3.2,4.02,1.2,2.8,2.404,2,2025-11-04T06:14:23.538472+00:00,gpt-5-thinking,conversations.json: gizmo_id=g-6909274be37c8191a3a3b81587813d39; títulos=Resumen de salidas creadas | Brief annotation processed; modelo=gpt-5-thinking,,6,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-694ba0678d2c81919a19f6a889cfcef9-lex-nexus-os,No disponible en archivo,No disponible en archivo,Evidencia de uso: Mensajes navideños familiares | Instrucciones para usarme...,Ausente,otros,generación,asistente,general,bajo,1.25,2.6,3,3.2,4.87,1.2,2.8,2.489,2,2025-12-25T05:49:50.313872+00:00,gpt-5-2-thinking; gpt-5-2,conversations.json: gizmo_id=g-694ba0678d2c81919a19f6a889cfcef9-lex-nexus-os; títulos=Mensajes navideños familiares | Instrucciones para usarme; modelo=gpt-5-2-thinking; gpt-5-2,,32,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
g-69069e435e708191b1689245411d596a,No disponible en archivo,No disponible en archivo,Evidencia de uso: Optimización artículo L'Oréal | Hilo · Optimización artículo L'Oréal...,Ausente,investigación,generación,asistente,profesionales,bajo,1.25,2.6,3,3.2,4,1.2,2.8,2.402,2,2025-11-03T21:57:57.649535+00:00,gpt-5-thinking; gpt-5,conversations.json: gizmo_id=g-69069e435e708191b1689245411d596a; títulos=Optimización artículo L'Oréal | Hilo · Optimización artículo L'Oréal; modelo=gpt-5-thinking; gpt-5,,36,0,0,No disponible en archivo,0,No disponible en archivo,"En este export, los mensajes con role=system existen pero su `content.parts` viene vacío; no hay texto de system prompt del GPT."
